agency_id,agency_name,agency_name_sort_key,parent_organization,url,purpose,description,history,main_phone_number,street,zip,xPos,yPos,Location
223643.0,Small Faces Child Development Center,SMALL FACES CHILD DEVELOPMENT CENTER,,http://www.smallfaces.org,"Small Faces is a child centered program that provides preschool and school age children in the Northwest neighborhoods of Seattle a welcoming community where social, emotional, intellectual and physical skills are nurtured in a caring environment.","Small Faces offers pre-school, before/after school, summer play sessions, full and part time care for children 2.5 to 12 years of age.  Our setting is one that honors diversity and respects the environment.  We believe that children learn through play so staff create intriguing environments for children to explore materials, make friends and learn basic social skills before going on to the traditional school system.","Small Faces has been in business since 1969 and incorporated as a non-profit since 1975. The Board of Directors purchased the former Crown Hill Elementary School in 2009 which houses Small Faces so that the program will have stable housing into the future. Past Directors were Nancy Talbot and Shelia Lyons,(6 years), Lynn B. Wirta (25 years) and John Otto is the current Executive Director beginning in 2009.   The Center serves over 140 families totaling 180 children.",(206) 782-2611,9250 14th ave NW,98117.0,-122.37346,47.69766,"(47.69766, -122.37346)"
1.0264453164E10,HomeStep,HOMESTEP,Church Council Of Greater Seattle,http://www.home-step.org,"HomeStep's mission is to provide stable housing, supportive services, and advocacy to homeless adults, youth and families in our community.","HomeStep serves single adults, families and youth as they journey out of homelessness on the road to a home of their own.  Walking alongside our participants, we offer intensive services far beyond four walls and a roof.  We address the root causes of homelessness through skill building and support to increase income, self-sufficiency, and stability for a much brighter future.    HomeStep merged two successful Church Council of Greater Seattle housing programs, The Homelessness Project and The Self-Managed Housing Program, to more effectively serve the homeless population.  Currently, we serve 49 families and 33 single adults in 82 housing units scattered throughout King County.  In 2008, HomeStep will provided over 109,000 safe nights to 300 adults and children who need a hand up for successful living in our community.    Our program participants receive housing and case-management for up to two years, and two years of follow-up to ensure stability long into the future.  Our participants are hard workers.  While in our program, they increase their skill levels in employment, education, financial management, and literacy while addressing the many issues that may have led to homelessness including physical health, mental illness, and/or substance abuse.  We provide them with the stability of a place to stay and an advocate as they grow in their ability to become self-sufficient.  Join our network of community partners and make a difference in the lives of our program participants.  We work with congregations, non-profit housing developers, service clubs, and individuals to support our residents and to help expand our program so that more people can find a place to call home.  Community support is essential to our success.","HomeStep is a new initiative formed by merging two successful housing programs, The Homelessness Project and The Self-Managed Housing Program.  Although the merger is recent, these programs have provided housing for over 20 years.  Together the new program serves more people using fewer resources.",(206) 525-1213,"4 Nickerson st, Ste. 300",98109.0,-122.35684,47.64976,"(47.64976, -122.35684)"
1476717.0,NPower Seattle,NPOWER SEATTLE,,http://www.npowerseattle.org,"NPower's mission is to help other nonprofits use technology to better serve their communities.  From building databases and websites to teaching classes like Word, PhotoShop, and Computer Networking Basics, we're all about putting technology know-how into the hands of nonprofits.","We were created to help Puget Sound nonprofits use technology to meet the forces of change that are transforming the nonprofit sector.  These powerful forces include increasing demands for accountability, the incursion of for-profit companies into traditionally nonprofit services, and a growing insistence by funders that nonprofits collaborate, consolidate their back offices, or even merge.  With the right support, nonprofits can meet these demands head-on.  We help other nonprofits through low-cost to no-cost services such as consulting, tech training, volunteer tech matching (for member organizations), and community events which are held througout the greater Puget Sound.","Since opening our doors in Spring 1999, we have spent a lot of time with local nonprofits.  So far we have provided over 22,000 hours of consulting, over 35,000 hours of training, and turned over 1,000 ideas into reality by matching tech-savvy volunteers with tech-hungry nonprofits.",,403 23rd Avenue South,98144.0,-122.30257,47.59899,"(47.59899, -122.30257)"
1140910.0,America SCORES Seattle,AMERICA SCORES SEATTLE,America SCORES,http://www.americascoresseattle.org,"Through writing, soccer and community Service, Seattle SCORES empowers children from high need elementary schools to realize their unique potential.","An affiliate of America SCORES, Seattle SCORES is an intensive, five-day per week after-school program that works to enrich the lives of Seattle's inner-city youth through regular participation and skill building in creative writing, poetry, soccer and community service.  Teamwork - the key to success in both education and sports -- is the common denominator.   The program takes place every day after school for 90 minutes on school grounds.  Separate boys and girls teams of 16 attend either intensive creative writing workshops or soccer practice.  SCORES program activities & curriculum are administered by professional public school teachers, which provides a day-to-day familiarity with and commitment to the students that further inspires their success.","In 1994, an inner-city public school teacher in Washington D.C. started a soccer team for the girls in her school who had no safe place to go after the school bell rang.  When inclement weather prohibited soccer activities, she taught her team poetry.  The teacher noticed that the resulting translation of teamwork from an athletic endeavor to literacy activities proved to be a unique and effective way to inspire her students to achieve academic goals.  These early efforts evolved into the largest after school program in Washington D.C. and ultimately the national organization of America SCORES.  In 2002, SCORES was brought to Seattle by Don Horowitz, a former Superior Court Judge, and four other community members who believed in our mission.  In November 2002, Julie Cain, herself a soccer player, left her job in finance to take the position of Executive Director and make Seattle SCORES a reality.",(206) 988-1000,2450 6th Ave S,98134.0,-122.32543,47.5801,"(47.5801, -122.32543)"
220463.0,YouthCare,YOUTHCARE,,http://www.youthcare.org,"YouthCare?s mission is to serve youth who are experiencing alienation, conflict and homelessness. We provide a safe and supportive environment that helps youth develop life skills and self-sufficiency. We create opportunities for change and success.","YouthCare is the largest provider of services to homeless and runaway youth in Seattle/King County, providing a continuum of care that takes youth from the streets all the way to independence and success. Among YouthCare?s services for homeless youth is the Orion Center, a multi-service center for street-based and homeless youth in downtown Seattle. Services offered through Orion are:   ? Drop-In Services provided to 900 youth (unduplicated) annually include more than 7,000 meals, shelter referral, crisis intervention, hygiene services and safety from the streets. ? Case Management services are provided to 300 youth each year, focusing on connecting youth with housing, education, and employment. ? Peer Training and Employment provides positions for homeless youth as outreach workers and peer health educators. ? HIV/AIDS Services provide case management to HIV-positive homeless youth and young adults in collaboration with Northwest Family Center and Children's Hospital. Nearly 30 HIV-positive homeless youth each year receive case management. ? Street Outreach workers from the Orion Center contact youth in the University District, Downtown, Aurora Avenue, and on Capitol Hill offering a way off the street. Outreach makes over 10,000 contacts per year with high-risk youth. ? Orion School is one of the Seattle School District's Interagency School program and offers credit courses at the center. The Orion School serves 100 youth per year.  Housing Services in YouthCare?s continuum of care include Emergency Shelter and Independent and Transitional Living Programs. Life skills training and life skill coaches are an integral part of the transitional living services. Over 200 youth are served annually in YouthCare housing programs.   YouthCare administers a comprehensive Employment Training and Education program for homeless and at-risk youth. One component of the program is pre-employment training in collaboration with the YWCA, the Working Zone Tile Project. The Tile Project teaches homeless youth critical job skills through the art of working with ceramic, clay and mosaics and serves 25 youth annually.   YouthCare has developed and now implements a unique employment-training program, the Youth Barista Training and Education Program (BTEP). YouthCare and FareStart collaborate on BTEP, which teaches homeless youth barista (coffee making) and employment skills while providing the long-term support necessary to prepare for independent living. This program serves 48 unduplicated homeless youth annually.   Finally, YouthCare?s newest employment training program, YouthTech, is a partnership with InterConnection Reuse and Recycle Learning Center, Digital Bridge Technology Academy, and Learning Center North. YouthTech teaches computer software and hardware skills, and serves 25 youth annually.","? In 1974, YouthCare began as a six-bed shelter for runaways. ? In 1979, service delivery was extended to work directly with youth on the streets?today we have social workers on the streets five nights each week reaching out to homeless youth.  ? In 1983, YouthCare?s Orion Center was formed as the collaborative effort of 7 different youth service providers to bring critical programs for homeless youth together under one roof. More than twenty years later, the Orion Center continues to be a key resource for homeless and high-risk young people. The Orion Center has been replicated in other cities as a model program for this population. ? In 1989, YouthCare?s Straley House, an 18-month transitional living program, was created to help homeless youth learn essential life skills to transition into adulthood. One of the first transitional living programs in the western United States, Straley House opened in response to the lack of safe, structured transitional living resources for youth over 18 aging out of foster care or exiting street life.  The Straley House model has been replicated three times within YouthCare due to its high success rate.   ? In 1997, YouthCare created TREC (Therapy, Education, Recreation, and Community) the first adventure-based therapy program for homeless youth. ? In 1998, YouthCare opened the first transitional living program for sexual minorities, ISIS at Ravenna. ? Also in 1998, the Home of Hope Apartments were created to provide case management and reduced rent for young people transitioning into market rate apartments in the Greater Seattle area. ? In 2003, YouthCare partnered with FareStart to open a unique Barista training program providing employment training, job placement, and case management.  ? Also in 2003, YouthCare became one of the first agencies nationwide to contract with the Office of Refugee Resettlement to house a shelter/case management program serving the specialized needs of refugee youth, including an on-site International School. ? In 2006, YouthCare purchased a new building for the Orion Center, after a successful capital campaign.  ? In 2007, YouthCare launched YouthTech, an innovative computer training program in collaboration with InterConnection, Digital Bridge, and Learning Center North. ? Also in 2007, YouthCare renovated and opened the Orion Center as a new, Multi-Service Center for homeless and at-risk youth and young adults, providing emergency services along with education and employment training.",,2500 NE 54th st,98105.0,-122.29978,47.66827,"(47.66827, -122.29978)"
223443.0,Friends of Leschi Natural Area,FRIENDS OF LESCHI NATURAL AREA,Leschi Community Council,,"Come see what's new at 36th e and E. Terrace!   Maintenance is now our main concern, with mulching and weeding and some planting during each work ""party"".  We work from 9 AM til 3 PM the first Saturday of each month and welcome any volunteers for any amount of time.  Gloves, tools, lunch and beverages provided.",We are a small group of neighbors in the Madrona/Leschi communities volunteering to maintain this small park.,"The neighbors formed this group about 10 years ago when the park bought the first piece of property from Kay Hutchins.  Without funds to maintain it, the blackberries and ivy and clematis were taking over.  Much has been cleared on the original piece of property and in 2001 another lot next to it was purchased and that is the area we are currently planting while maintaining the whole area.",(206) 323-2296,412 36th Ave,98122.0,-122.28666,47.60582,"(47.60582, -122.28666)"
224031.0,Heron Habitat Helpers,HERON HABITAT HELPERS,Seattle Parks Department,http://heronhelpers.org,Heron Habitat Helpers is an active crew of Seattle citizens with a heartfelt devotion to the success of the great blue heron colony in Kiwanis Ravine - near the Ballard Locks and Discovery Park.  We invite you to join us to promote a healthy biodiversity in this treasure of urban habitat.,"We restore habitat for urban wildlife, including the great blue heronry, by removing harmful invasive plants and replant with native vegetation.  We are early morning birders, native plant experts, party givers, tour leaders, grant writers, mulch haulers and letter-writing activists.  We have become a community of friends.  We are a non-profit volunteer organization with a leadership  of 20 people, a volunteer group of some 50 persons, and a membership of 100 households.","Heron Habitat Helpers came into being early in 2002 as a sub-committee of Friends of Discovery Park.  Our 501c3 status was secured in December, 2002 through affiliation with the Associated Research Councils of the Seattle Parks and Recreation Department.  We secured two Department of Neighborhoods Small and Simple Grants to support development of a management plan for restoration of Kiwanis Ravine.    We have led numerous work parties to remove English ivy from trees in Kiwanis Ravine while herons were not raising young.  Our volunteers have planted and maintained trees and shrubs in the Kiwanis Ravine Overlook at 36th Ave. West and Ohman Place.  Work to remove weeds and to plant ground cover will continue this summer and fall with the help of volunteers.  Restoration of a one acre site at the north end of Kiwanis Ravine will continue this fall with funding from the King County Wild Places in City Spaces fund.",,P. O. Box 99815,98139-0815,,,
219338.0,King County Water and Land Resources Division,KING COUNTY WATER AND LAND RESOURCES DIVISION,King County,http://dnr.metrokc.gov/Wrias/9/Whitney.htm,"We are stewards of safe and clean water resources, healthy habitats, and functioning landscapes throughout King County.  We protect and enhance quality of life, public health, and public safety by managing our water and land ""infrastructure"" (farms, forests, shorelines and marine waters, rivers, lakes, streams, and associated watersheds and drainage systems throughout the region).  We are technical experts on King County's regional environmental quality for defining and implementing strategies for resource protection.","We achieve change on-the-ground by funding and constructing large and small projects to manage storm and floodwaters and restore habitats and natural systems; by acquiring and managing resource-rich open space lands; and by developing and ensuring compliance with regulations.  We provide high quality technical expertise and information to King County and the region through environmental monitoring, laboratory analysis, technical studies, and data management.   We are a catalyst for regional action by supporting and encouraging the shared protection and management of the region's water and land resources.  We engage our customers, landowners, businesses, and the public in actions that solve problems and support long-term stewardship of King County's regional land and water resources.","The Water and Land Resources Division was preceded by the Surface Water Management Division of King County.  This predecessor division was created in 1986 to protect people from flooding, improve drainage, improve water quality, and preserve aquatic resources that add to the quality of life enjoyed by King County residents.  With the merger of ""Metro"" and King County in 1992 came the opportunity to reorganize a variety of efforts around the principle of integrated land and water resource management across the landscape.  The result was the creation of the Water and Land Resources Division in 1997.",,"(office address; voluneer activity address differs) 201 S. Jackson St., Ste. 600",98104.0,,,
6387148.0,Hickman House,HICKMAN HOUSE,The Salvation Army,http://www.salvationarmynw.org/hickmanhouse,Hickman House provides a safe place and sufficient time after emergency housing for domestic violence survivors to begin the healing process and gather resources toward becoming self sufficient.,Hickman House is a ten unit apartment building for women with children who have become homeless as a result of domestic violence.  We provide transitional housing and comprehensive services for both the adults and their children.  There are staff offices and a children's playroom on site.,Hickman House was established in 1988 to provide the additional time and supportive services that abused women and their children needed after 14-30 days in an emergency shelter.,,Location Unpublished- Published Mailing Address: 1101 Pike Street,98101.0,,,
219921.0,OPERATION: Sack Lunch,OPERATION SACK LUNCH,,http://www.opsacklunch.org,"To provide dignity, care and compassion through action with the example that each person can make a difference. To educate and advocate acceptance and understanding of each others differences. To ultimately bring about the realization that we are all a vital part of this world and with extended effort put an end to homelessness, hunger and hatred"".","Operation: Sack Lunch is the largest and the only, Health Department compliant, outside congregate meal and basic necessities provider in the State of Washington. We provide nutritional meals and basic life necessities to the homeless children, teens, women and men, who congregate in Seattle. We also provide emergency housing assistance and education assistance. In the greater community we provide pro-active volunteer opportunities and a compelling education presentation for schools, civic and faith based organizations and businesses on poverty, hunger, homelessness, community service, and discrimination awareness.","Operation: Sack Lunch has been serving the food insecure community in Seattle since 1989. What began as a one day of service project has turned into the preparation and delivery of more than 2.7 million meal to Seattle's most fragile citizens. Serving breakfast, lunch, and dinner, seven days each week, our ideas on nutritional excellence, at one time considered radical, are now the standard to set the nutritional gage by. Our organization operates on the premise that Nutritional Excellence is a right we are born to, not a privilege that we earn. We are committed to being a part of the solution to alleviate, and indeed, to end hunger in the community.",(206) 922-2015,PO Box 4128,98194.0,,,
1.0335734944E10,Seattle Aquarium,SEATTLE AQUARIUM,,http://www.seattleaquarium.org,"The Seattle Aquarium's mission is ""Inspiring conservation of our marine environment"".","The Seattle Aquarium is a vital force for marine conservation. As our local population grows, we must all work to preserve the spectacular beauty and health of Puget Sound. The Seattle Aquarium is uniquely positioned to help over 800,000 visitors including 50,000 students each year understand and become aware of the impact they have on our marine environment.","Opened in 1977, funded by $5.4 million from King County Forward Thrust bonds hosted: *19.9 million visitors since its opening in 1977 *521,000 estimated Washington State resident visitors in 2008 *Over 1.6 million school group participants in its 32 years; 50,000 in 2008 *10,319 school group visitors in 2007 funded by contributions made at our annual Splash! auction for less advantaged students. *A record breaking 815,000 visitors in 2008 *75 full time equivalent staff  *Contributed time from 773 volunteers exceeded 68,686 hours of service valued at $1,239,095 *Combined annual operating budget: $10.3 million operating budget is generated through gate receipts, concessions income, membership, grants and private contributions.",(206) 386-4342,1483 Alaskan Way,98101.0,-122.34294,47.60762,"(47.60762, -122.34294)"
1.0345402208E10,Sojourner Place,SOJOURNER PLACE,Sisters Of Providence,http://www.sojournerplace.org,"Sojourner Place exists to provide housing and supportive services for homeless, economically or emotionally oppressed women in transition who are motivated to grow towards self responsible, independent living",Since 1987 our Mission is accomplished by providing: + a safe and suportive environment +shelter and food +Enhanced self-esteem through self-discovery and the sisterhood that develops between the women +long-term transitional housing +personalized social service case management +coaching in life skills The goals for each woman who enters Sojourner Place is that she leaves with the skills she needs to live a successful and independent life.,Sojourner Place was founded in 1987 in the University of Washington district.  We serve 30-40 women a year.,(206) 545-4200,5071 8th Avenune NE,98105.0,,,
1.0363350848E10,Technically Learning,TECHNICALLY LEARNING,,http://www.technicallylearning.org,"Technically Learning believes that every child, regardless of their gender, race or socio-economic background, should have the opportunity to pursue a career in science, technology, engineering and math (STEM) fields. By improving the quality of math and science education through technology development and engaging projects, we aim to open the door to STEM fields for all students.","Our key programs involve in-class, hands-on activities relating to various STEM fields.  We provide teachers with curriculum guides designed by Technically Learning staff and volunteers, the materials to implement the programs, and the training to develop their confidence and competency in the STEM concepts they teach.  Currently, we offer programs using three learning tools: Lego Mindstorms robotics kits, Carnegie Mellon?s Alice 3-D animation computer program, and MIT?s Scratch visual coding computer program.  Students learn basic engineering and computer programming skills while they use the tools, but because our curriculum is design to teach core concepts they are already learning in the classroom ? biology, physics, chemistry ? these tools can be used to replace or supplement traditional teaching methods like lectures and worksheets.         We use volunteer support to fill both programming and development needs.  Programming volunteers help with teacher trainings, classroom support, and curriculum development and design.  Development volunteers help with fundraising and event planning, grant writing and administrative support.","We have been working in local public schools and with educational partners since 2007.  In our early summer programs, we modeled ourselves after the Tufts CEEO Robolab model, which demonstrated improved test scores, subject comprehension and enthusiasm in its student participants. Now, we have adapted this model to serve underrepresented populations within schools, and have established ourselves in classrooms across the Seattle and Highline school district.        As we expand to new sites this year, we are specifically targeting schools with the lowest test scores; too often, these schools have the highest percentages of students on free/reduced lunches and students of racial minority groups.",(206) 335-6927,1511 3rd Ave #400,98101.0,-122.33824,47.60987,"(47.60987, -122.33824)"
1.0357194006E10,SOAR,SOAR,YWCA,http://www.childrenandyouth.org,"An initiative of the community, SOAR works to create alignment between systems, sectors, organizations, providers and practice to ensure children succeed in school and in life. Partners of SOAR are working together to ensure all children and youth in King County succeed.","SOAR is a community coalition that advances the healthy development of children, youth and families in King County. Doing work that no single agency can accomplish alone, SOAR builds and strengthens effective partnerships and aligns community strategies to support children and youth (birth-18).",,(206) 336-6930,801 23rd Ave S. Suite A,98144.0,-122.30255,47.59543,"(47.59543, -122.30255)"
219883.0,Youth Tutoring Program,YOUTH TUTORING PROGRAM,Catholic Community Services,http://www.ccsww.org/ytp,"The Youth Tutoring Program's mission is to tutor, guide and inspire at-risk youth living in public housing to achieve academic success.  Our vision is that all students will be empowered to succeed academically and will possess the skills they need to realize their potential and achieve their hopes and dreams.","The Youth Tutoring Program provides late afternoon/evening tutoring to children living in Seattle's low and mixed-income public housing communities.  Our tutoring centers are located within those communities-making them safe and convenient for the children we serve.  Our School-Year Tutoring Program serves students in grades 1st-12th and focuses on homework assistance and developing math and language arts skills.  We operate five tutoring centers located throughout Seattle.  Our centers are staffed by teachers and are open weeknights.    We need hundreds of patient, caring and reliable volunteers to help kids achieve!    For more information or to volunteer, please call (206) 328-5659 or go to www.ccsww.org/ytp to learn more and apply online.  JOIN US!","The Youth Tutoring Program was founded in 1991, through a partnership between the Seattle Housing Authority and Catholic Community Services.  In 1991, the Seattle Housing Authority applied for funds from the Department of Housing and Urban Development to develop a drug elimination service for families living in public housing communities.  The families living in public housing identified an after-school educational program as a service that would benefit their communities.  Catholic Community Services administers the program for SHA, but students are served through YTP in a non-religious format.",,100 23rd Avenue South,98144.0,-122.30155,47.60104,"(47.60104, -122.30155)"
219215.0,Health Information Network,HEALTH INFORMATION NETWORK,N/A,http://www.healthinfonetwork.org,Health Information Network provides health education and community resource information/referrals in the sexually transmitted disease field and HIV/AIDS.,"Health Information Network provides educational programs and state required courses on HIV/AIDS for a variety of populations. We have provided programs for teens, businesses, religious organizations. Our courses required by Washington State law are provided both live, online and via our video/DVD kit. We also provide a federally mandated course, Bloodborne Pathogens Training as a live course.","Health Information Network began September 21, 1981. Over the years, we have provided more than 1850 programs and courses, as well providing printed materials at health fairs. An annual report and cumulative history of our work is available which is now available in electronic format or can be mailed out to those interested in more details.",,7211 Greenwood Ave. N.,98103.0,-122.35559,47.68119,"(47.68119, -122.35559)"
1.3718199E7,Foundation For International Understanding Through Students (FIUTS),FOUNDATION FOR INTERNATIONAL UNDERSTANDING THROUGH STUDENTS FIUTS,,http://www.fiuts.org,"FIUTS is in the process of changing our mission statement to better reflect the work that we do. Our old mission is: At the intersection of the University of Washington and our community, FIUTS inspires lifelong engagement in experiences that build global understanding. Our new mission is: FIUTS connects university students with local and global communities through programs that build international awareness, cross-cultural communication, and informed leadership.","Since 1948, the Foundation for International Understanding Through Students (FIUTS) has been a meeting place for students and others who share curiosity about world cultures and interest in finding common ground and mutual understanding. FIUTS programs challenge students and members of our Puget Sound community to build bonds of respect and friendship that extend beyond borders, politics, and stereotypes and inspire a new generation of committed, creative leaders.  FIUTS serves the global community at the University of Washington ? international students, American students, and staff and faculty who are engaged in cross-cultural work or interested in meeting people with diverse experiences and perspectives. FIUTS programs connect this group with organizations and individuals throughout the Puget Sound region.   FIUTS programs include International Student Orientation, leadership development, short-term community Homestays, Wednesday Lunch, Alumni programs, and outreach to K-12 schools and other groups. All of our programs promote respect, social responsibility, and cross-cultural engagement in students and inspire students and others to reach across cultural boundaries in the spirit of exchange and exploration. The strength of the FIUTS community across the globe is a reminder of the bonds our programs inspire between individuals from distinct backgrounds and corners of the world.",,(206) 543-0735,"University Of Washington, Husky Union Building, Office 302B",98195.0,,,
1.0281846542E10,CityClub,CITYCLUB,,http://www.seattlecityclub.org,"CityClub's vision statement: Along with natural wonder, innovative business and vibrant culture, the Puget Sound region is defined by informed citizens engaged with their leaders in effective democracy.   CityClub informs, connects and engages citizens to evaluate complex issues, make sound judgments and contribute to solutions that address issues vital to our region.","CityClub?s values include:  Passionate non-partisanship, leader access and accountability, diverse people and ideas, respectful civic discourse and convening, collaboration and connection of engaged citizens  CityClub programs affect statewide news, social networks, civic action and policymaking. The regional community tests new ideas, airs controversy and finds common ground through CityClub?s power and reach as a trusted convener.  CityClub has just completed an ambitious strategic plan. It calls for new program initiatives to move citizens from information and education to deeper levels of civic action and to develop a feedback loop between citizen input, leader accountability and good public policy.","In 1982, eight women founded CityClub to create an outlet for citizens to participate in Seattle?s civic life. Since then, CityClub has become a respected regional organization providing informative civic programming, access to leaders, civil debate and the lively exchange of ideas for tens of thousands of citizens. In 2007, marking 25 years of service, CityClub?s Board of Governors initiated a strategic planning process to review the organization's purpose and programs with the goals of broadening participation and deepening impact.",,"1333 Fifth Avenue, Suite 24",98101.0,-122.33481,47.60896,"(47.60896, -122.33481)"
1.0299624794E10,Katharine's Place,KATHARINES PLACE,Catholic Housing Services,http://www.ccsww.org/housing_katharinesplace,"Katharine?s Place is committed to breaking the cycle of homelessness through building families up with resources, confidence, and skills. We provide an environment that fosters integrity and dignity through community involvement and on-site programs. We accompany, guide, and empower diverse families as they move from instability and crisis to economic self-sufficiency, personal growth, and a hope-filled life.","Katharine?s Place, a program of Catholic Housing Services, is home to 25 families in Seattle?s Rainier Valley, including those with disabilities, immigrants & refugees, large families and previously homeless families. We work with our families to develop family stability and self-sufficiency. A big part of our work is to build community by providing nourishing programs and activities for our families to participate in.",Katharine's Place opened in 2005.,(206) 722-3351,3512 S. Juneau St,98118.0,-122.28815,47.55044,"(47.55044, -122.28815)"
2.0641337E7,New Horizons Ministries,NEW HORIZONS MINISTRIES,,http://www.nhmin.org,"As a multi-cultural organization our mission is to be in relationship with homeless and street-involved young people, serving and loving in the way of Jesus, equipping them to leave street life.","New Horizons Ministries (NHM) believes that the best thing we have to offer homeless youth is relationship.  NHM believes that love and hope are essential ingredients in helping youth make lasting life changes.  The youth we serve face daunting physical, social, emotional, developmental, and spiritual challenges.  Change is often a long, uphill climb and we are committed to walk beside the youth each step of the way.  Developmentally and culturally, youth living on the streets don't live or look towards tomorrow.  It is difficult for them to imagine life off the streets.  Following the example of Jesus, we endeavor to provide resources, hope, encouragement and support for youth who are beginning their journey away from street life.","New Horizons Ministries is a nonprofit, interdenominational Christian ministry that was formed in 1978 in response to the growing problems of youth involved in street activity in downtown Seattle.   We have served many thousands of youth, each with their own face, name, and story. The Mission Statement and Statement of Faith lay the foundation for how we serve each of these individuals.",,2709 3rd Ave.,98121.0,-122.34953,47.61717,"(47.61717, -122.34953)"
1312868.0,Hepatitis Education Project,HEPATITIS EDUCATION PROJECT,,http://www.hepeducation.org,"Formed by hepatitis patients and medical professionals, our mission is to provide support and educational materials for hepatitis patients and their families, and to help raise awareness among patients, medical personnel and the public of the facts concerning hepatitis and the resources available to help those living with the disease.","The Hepatitis Education Project works closely with public health officials, legislators, corrections and other community-based organizations to further its mission.  We are always looking for volunteers to help with the following:  Office and clerical work Programs (e.g., chemical dependency) Support group facilitation (training provided)","HEP was incorporated in April 1994 as a non-profit corporation, primarily as a patient support group for those with hepatitis C.  Our scope has since broadened to include education, advocacy and outreach.  We have a quarterly newsletter, HEPNews, which has a circulation of more than 3,000.  In 1999, HEP opened the Hepatitis Resource Center in Seattle, the first of its kind in the Pacific Northwest.  Our Resource Center is open six days a week.  HEP is also an active member of the National Hepatitis C Advocacy Council and works closely with the Washington State legislature and our state's U.S. Congressional delegation.  Most of the work at HEP is still done by volunteers, including board members, patients, and relatives.",,911 Western Ave. #302,98104.0,-122.33741,47.60378,"(47.60378, -122.33741)"
3499942.0,University District Youth Center,UNIVERSITY DISTRICT YOUTH CENTER,Catholic Community Services- Western Washington,http://www.udsp.org,"The mission of the University District Youth Center is to provide homeless, at-risk, or street-involved youth with opportunities, skills, and support while creating a safe, nurturing environment that values and respects cultural diversity.","UDYC serves homeless and disenfranchised youth between the ages of 13-22 through Drop-in services, Case Management, Substance Abuse and Mental Health services. The Drop-In is open Monday through Thursday  from 1:15 to 3:45.  Friday is reserved for an activity outside the UDYC center.  Youth are served a meal, able to use shower and laundry facilities, receive clothing donations, engage in activities, and form positive relationships with the UDYC staff members.","UDYC was established in 1988 through the UW's School of Social Work, City of Seattle, and the Center for Human Service to combat the problem of homelessness in the University District.  Over time services and locations slowly changed and expanded to include employment services, drug and alcohol counseling, mental health counseling, and education.  In 1992 the University Congregational Church allowed the UDYC to move into a local house, known as the gold house, rent-free.   In 1996 the City of Seattle developed funds to create two programs Pro-Youth (case management services) and the Working Zone (vocational skills and internship program) which are provided through the UDYC.  In 1999 Catholic Community Services took over being the UDYC?s parent agency from the Center for Human Services.  Currently the UDYC houses a Seattle Interagency Academy, Working Zone?s Zine project, Pro-Youth case management, a Samaritan Center mental health counselor, a Ryther chemical dependency counselor, Groundwork?s Wraparound service, and the UDYC Drop-In center.",(206) 526-2992,4516 15th ave NE,98105.0,-122.31166,47.66186,"(47.66186, -122.31166)"
1.0288242737E10,The Friends Of Interlaken-Boren Park,FRIENDS OF INTERLAKENBOREN PARK,"Seattle Parks & Recreation - Cascade Land Conservancy - ""Green Seattle Partnership""",http://www.greenseattle.org,"The Friends of Interlaken-Boren Park Seattle's Volunteer Urban Forest Stewards: Restoring Interlaken-Boren Park's forested woodland habitats through environmental awareness, community and volunteer engagement in educational service learning opportunities, projects and events.","The Friends of Interlaken-Boren Park are not only a volunteer environmental education agency, but devoted stewards sharing our knowledge and expertise in restoration and conservation practices. Our role as a volunteer agency show cases a means toward preservation, environmental restoration of forested mixed woodland habitats throughout the park.  Educating park visitors, user's and (private property owners adjacent to park boundry), how to be good stewards. Volunteer's learn hand's on skills in implementing techniques and materials for specific site needs. Projects are created to accomidate age groups in ""central cluster's"" close to Interlaken/Boren Park to use the park as an outdoor classroom. Students learn to salvage materials, plant trees and plants, build trails, stem erosion and just enjoy the ""wood's"" for a change.    Our organization is dependent on volunteers, and small sustainable grants. In-kind donations, corportate and business sponsors's and their lasting partnerships to help us keep up our momentum and success restoring Interlaken-Boren Park.","The Friends of Interlaken-Boren Park evolved from a small concerned neighbors. As dedicated individuals whose intentions (got noticed and taken seriously),  adopted Interlaken-Boren Park by 1984.  The Friends nearly disbanded (from lack of volunteer particpation), and were revived early 1999. Today ""The Friends of Interlaken-Boren Park"" are stronger and more focused to realistic objectives and goals.   Developing a different approach toward recruiting, luring volunteers and building an awarness campaign was the key factor. Our new focus invites university, college, high and elementray schools in service learning programs, events and programs.  We're inviting more business based partner's to go environmentaly ""green"" by making required service Day of Caring a part of work ethics in ""giving back"" to bolster sustainable volunteer resources necessary for our restoration projects, funding and partnerships.  This has proven as the moving force for ""The Friends of Interlaken-Boren Park"" (which now constitutes everyone who particpates as a volunteer), and  demonstrates our ability, achievements and renowned success toward accomplishing our goals and objectives for Interlaken-Boren Park.  Newer partnerships have been formed such as Seattle Parks & Recreation and Cascade Land Conservancy's ""The Green Seattle Partnership,"" also a proven savior for all of Seattle's natural area parklands and greenspaces!",(206) 240-2445,21st & Interlaken Boulevard - West From 24th Avenue East,98112.0,,,
